COUNTRY,DATE,TAVG
Marshall Islands,2026-01-01,28.581901314512333
Marshall Islands,2027-01-01,28.614345802711078
Marshall Islands,2028-01-01,28.64030078704985
Marshall Islands,2029-01-01,28.62359121351702
Marshall Islands,2030-01-01,28.620518602773394
Marshall Islands,2031-01-01,28.626296167927688
Marshall Islands,2032-01-01,28.625616113037097
Marshall Islands,2033-01-01,28.624097132994624
Marshall Islands,2034-01-01,28.624715216531058
Marshall Islands,2035-01-01,28.62499388830357
France,2026-01-01,14.340676612331867
France,2027-01-01,14.232694921429013
France,2028-01-01,14.216222464837571
France,2029-01-01,14.265214615581336
France,2030-01-01,14.244974073374879
France,2031-01-01,14.237658640168917
France,2032-01-01,14.249116845724984
France,2033-01-01,14.2456699078584
France,2034-01-01,14.24326652719593
France,2035-01-01,14.245840720275115
Iceland,2026-01-01,5.991339200236884
Iceland,2027-01-01,5.9918360568534474
Iceland,2028-01-01,5.9915358148646805
Iceland,2029-01-01,5.991717245983465
Iceland,2030-01-01,5.991607610249307
Iceland,2031-01-01,5.991673861255666
Iceland,2032-01-01,5.991633826901198
Iceland,2033-01-01,5.991658018979564
Iceland,2034-01-01,5.991643400118752
Iceland,2035-01-01,5.991652234047288
Palau,2026-01-01,28.101926729086006
Palau,2027-01-01,28.173827320557944
Palau,2028-01-01,28.195734068352767
Palau,2029-01-01,28.10250056425087
Palau,2030-01-01,28.17742125229649
Palau,2031-01-01,28.19145387153041
Palau,2032-01-01,28.103399464616164
Palau,2033-01-01,28.180692996903883
Palau,2034-01-01,28.187187806417118
Palau,2035-01-01,28.10460000600308
China,2026-01-01,18.0
China,2027-01-01,18.0
China,2028-01-01,18.0
China,2029-01-01,18.0
China,2030-01-01,18.0
China,2031-01-01,18.0
China,2032-01-01,18.0
China,2033-01-01,18.0
China,2034-01-01,18.0
China,2035-01-01,18.0
Slovakia,2026-01-01,8.22254843939904
Slovakia,2027-01-01,8.236263558667797
Slovakia,2028-01-01,8.169517645388783
Slovakia,2029-01-01,8.086477490509616
Slovakia,2030-01-01,8.039192820359117
Slovakia,2031-01-01,8.042373646935209
Slovakia,2032-01-01,8.07750445213895
Slovakia,2033-01-01,8.11425924889752
Slovakia,2034-01-01,8.131452438001206
Slovakia,2035-01-01,8.125910046564375
United Kingdom,2026-01-01,9.563339789000127
United Kingdom,2027-01-01,9.661806842520663
United Kingdom,2028-01-01,9.834445744511934
United Kingdom,2029-01-01,9.744514413060307
United Kingdom,2030-01-01,9.781519422516384
United Kingdom,2031-01-01,9.712459717390399
United Kingdom,2032-01-01,9.683595568287112
United Kingdom,2033-01-01,9.751231006721866
United Kingdom,2034-01-01,9.72381161846474
United Kingdom,2035-01-01,9.751827429639963
American Samoa [United States],2026-01-01,28.16995195994512
American Samoa [United States],2027-01-01,28.237708979410186
American Samoa [United States],2028-01-01,28.244687766942945
American Samoa [United States],2029-01-01,28.219022542863218
American Samoa [United States],2030-01-01,28.230125573355206
American Samoa [United States],2031-01-01,28.23268500474181
American Samoa [United States],2032-01-01,28.227741683427755
American Samoa [United States],2033-01-01,28.229485106909234
American Samoa [United States],2034-01-01,28.23018392971009
American Samoa [United States],2035-01-01,28.229253010317347
Netherlands,2026-01-01,11.29128836224452
Netherlands,2027-01-01,11.257005560630619
Netherlands,2028-01-01,11.25313517465314
Netherlands,2029-01-01,11.252698340797656
Netherlands,2030-01-01,11.252649037023396
Netherlands,2031-01-01,11.252643472294476
Netherlands,2032-01-01,11.25264284422475
Netherlands,2033-01-01,11.252642773336916
Netherlands,2034-01-01,11.252642765336077
Netherlands,2035-01-01,11.252642764433054
Hungary,2026-01-01,12.671704585993876
Hungary,2027-01-01,12.669871275718949
Hungary,2028-01-01,12.669851745841793
Hungary,2029-01-01,12.677090897799305
Hungary,2030-01-01,12.678028706727696
Hungary,2031-01-01,12.678069068816075
Hungary,2032-01-01,12.676217637616105
Hungary,2033-01-01,12.675857778910185
Hungary,2034-01-01,12.675830638458157
Hungary,2035-01-01,12.676303477934026
Croatia,2026-01-01,13.834416418473847
Croatia,2027-01-01,13.93359868962428
Croatia,2028-01-01,13.95563704961606
Croatia,2029-01-01,13.952839058090499
Croatia,2030-01-01,13.94248143369578
Croatia,2031-01-01,13.93024213314913
Croatia,2032-01-01,13.917960616186237
Croatia,2033-01-01,13.90620777641056
Croatia,2034-01-01,13.89513689816597
Croatia,2035-01-01,13.884765318244403
South Africa,2026-01-01,15.636846377651906
South Africa,2027-01-01,15.975312795556269
South Africa,2028-01-01,16.040552639819808
South Africa,2029-01-01,16.029072221899458
South Africa,2030-01-01,16.015809599631353
South Africa,2031-01-01,16.01112335681788
South Africa,2032-01-01,16.010594873290806
South Africa,2033-01-01,16.010925986100023
South Africa,2034-01-01,16.01114279812987
South Africa,2035-01-01,16.01120184208935
Svalbard [Norway],2026-01-01,-2.885513995476886
Svalbard [Norway],2027-01-01,-3.0787315278153398
Svalbard [Norway],2028-01-01,-2.3742004771412066
Svalbard [Norway],2029-01-01,-2.089216709129438
Svalbard [Norway],2030-01-01,-2.4631561865624674
Svalbard [Norway],2031-01-01,-2.5891218765258275
Svalbard [Norway],2032-01-01,-2.70191555727782
Svalbard [Norway],2033-01-01,-2.772534475461804
Svalbard [Norway],2034-01-01,-2.448349500347386
Svalbard [Norway],2035-01-01,-2.2790097235879694
Norway,2026-01-01,3.7551609135460295
Norway,2027-01-01,3.6923124183098746
Norway,2028-01-01,3.704198471809999
Norway,2029-01-01,3.701950553744865
Norway,2030-01-01,3.7023756852342617
Norway,2031-01-01,3.7022952833788385
Norway,2032-01-01,3.702310489164617
Norway,2033-01-01,3.702307613411067
Norway,2034-01-01,3.7023081572802625
Norway,2035-01-01,3.7023080544224563
Luxembourg,2026-01-01,10.812491223644582
Luxembourg,2027-01-01,10.716460324819383
Luxembourg,2028-01-01,10.8009725152061
Luxembourg,2029-01-01,10.72659738791544
Luxembourg,2030-01-01,10.79205137194058
Luxembourg,2031-01-01,10.73444845842864
Luxembourg,2032-01-01,10.785142021157984
Luxembourg,2033-01-01,10.74052904682186
Luxembourg,2034-01-01,10.779790786813226
Luxembourg,2035-01-01,10.745238411633402
Greenland [Denmark],2026-01-01,-10.613815121117987
Greenland [Denmark],2027-01-01,-9.228184337345072
Greenland [Denmark],2028-01-01,-9.95193949265055
Greenland [Denmark],2029-01-01,-9.573901179006167
Greenland [Denmark],2030-01-01,-9.771361557057316
Greenland [Denmark],2031-01-01,-9.668222273305297
Greenland [Denmark],2032-01-01,-9.722094913264105
Greenland [Denmark],2033-01-01,-9.693955670576427
Greenland [Denmark],2034-01-01,-9.708653613347405
Greenland [Denmark],2035-01-01,-9.70097645145301
Guam [United States],2026-01-01,27.4
Guam [United States],2027-01-01,27.4
Guam [United States],2028-01-01,27.4
Guam [United States],2029-01-01,27.4
Guam [United States],2030-01-01,27.4
Guam [United States],2031-01-01,27.4
Guam [United States],2032-01-01,27.4
Guam [United States],2033-01-01,27.4
Guam [United States],2034-01-01,27.4
Guam [United States],2035-01-01,27.4
Puerto Rico [United States],2026-01-01,27.706911798510145
Puerto Rico [United States],2027-01-01,28.006717212757597
Puerto Rico [United States],2028-01-01,27.98307198249042
Puerto Rico [United States],2029-01-01,27.759719965452383
Puerto Rico [United States],2030-01-01,27.811627978135228
Puerto Rico [United States],2031-01-01,28.03137111435958
Puerto Rico [United States],2032-01-01,27.915439270665065
Puerto Rico [United States],2033-01-01,27.733724909040006
Puerto Rico [United States],2034-01-01,27.894168839393192
Puerto Rico [United States],2035-01-01,28.030631466007712
Antarctica,2026-01-01,-10.660935545267856
Antarctica,2027-01-01,-10.644216971472888
Antarctica,2028-01-01,-10.642361136826985
Antarctica,2029-01-01,-10.663203700782699
Antarctica,2030-01-01,-10.652587676810809
Antarctica,2031-01-01,-10.652731187943616
Antarctica,2032-01-01,-10.660164529729823
Antarctica,2033-01-01,-10.654875442039314
Antarctica,2034-01-01,-10.655584366090691
Antarctica,2035-01-01,-10.658213860602833
Ukraine,2026-01-01,10.837468635374446
Ukraine,2027-01-01,10.928447415164417
Ukraine,2028-01-01,10.993404106058883
Ukraine,2029-01-01,11.002518406182029
Ukraine,2030-01-01,10.960919750991874
Ukraine,2031-01-01,10.893705286389935
Ukraine,2032-01-01,10.834766224829364
Ukraine,2033-01-01,10.809343148947228
Ukraine,2034-01-01,10.824258237152934
Ukraine,2035-01-01,10.86725561271462
Latvia,2026-01-01,7.756941117572105
Latvia,2027-01-01,7.637916960260482
Latvia,2028-01-01,7.580861305225275
Latvia,2029-01-01,7.623971387767433
Latvia,2030-01-01,7.733851059988916
Latvia,2031-01-01,7.8461029458349945
Latvia,2032-01-01,7.897080934351033
Latvia,2033-01-01,7.8618053327794275
Latvia,2034-01-01,7.765009878096402
Latvia,2035-01-01,7.664652237343848
Sweden,2026-01-01,6.100572007917935
Sweden,2027-01-01,6.458235148089372
Sweden,2028-01-01,6.3375329606355795
Sweden,2029-01-01,6.126826339353598
Sweden,2030-01-01,6.188088651652183
Sweden,2031-01-01,6.3118346649924915
Sweden,2032-01-01,6.28139894633212
Sweden,2033-01-01,6.208941131389235
Sweden,2034-01-01,6.223631961880428
Sweden,2035-01-01,6.265936082917549
Australia,2026-01-01,21.54514405993704
Australia,2027-01-01,21.496334832763342
Australia,2028-01-01,21.528364786187296
Australia,2029-01-01,21.50734585235559
Australia,2030-01-01,21.52113905316278
Australia,2031-01-01,21.51208757652601
Australia,2032-01-01,21.518027403724297
Australia,2033-01-01,21.514129526221947
Australia,2034-01-01,21.516687420335046
Australia,2035-01-01,21.515008860069905
Cyprus,2026-01-01,20.362235526349128
Cyprus,2027-01-01,20.415036788944395
Cyprus,2028-01-01,20.374985559794045
Cyprus,2029-01-01,20.405365533256983
Cyprus,2030-01-01,20.382321476752644
Cyprus,2031-01-01,20.39980103580568
Cyprus,2032-01-01,20.38654230314153
Cyprus,2033-01-01,20.39659942136322
Cyprus,2034-01-01,20.388970816919105
Cyprus,2035-01-01,20.39475732598482
Jan Mayen [Norway],2026-01-01,0.8708711191605019
Jan Mayen [Norway],2027-01-01,0.7029973606468058
Jan Mayen [Norway],2028-01-01,0.8708669927281956
Jan Mayen [Norway],2029-01-01,0.7030014869776819
Jan Mayen [Norway],2030-01-01,0.8708628664987469
Jan Mayen [Norway],2031-01-01,0.7030056131057054
Jan Mayen [Norway],2032-01-01,0.8708587404721458
Jan Mayen [Norway],2033-01-01,0.7030097390308863
Jan Mayen [Norway],2034-01-01,0.8708546146483824
Jan Mayen [Norway],2035-01-01,0.7030138647532345
Russia,2026-01-01,-1.1887965123575697
Russia,2027-01-01,-1.1876752590101334
Russia,2028-01-01,-1.1856298804131649
Russia,2029-01-01,-1.1852317050481245
Russia,2030-01-01,-1.1848389251142735
Russia,2031-01-01,-1.1847309102147792
Russia,2032-01-01,-1.1846523257930988
Russia,2033-01-01,-1.1846258230259763
Russia,2034-01-01,-1.184609610860857
Russia,2035-01-01,-1.1846034152806688
Spain,2026-01-01,15.917448517381509
Spain,2027-01-01,16.028084414071774
Spain,2028-01-01,16.002461436891025
Spain,2029-01-01,15.99799696059776
Spain,2030-01-01,15.95285422537488
Spain,2031-01-01,16.012243849355286
Spain,2032-01-01,15.997301384986676
Spain,2033-01-01,15.992759050432264
Spain,2034-01-01,15.971344824995356
Spain,2035-01-01,16.003126665737213
Switzerland,2026-01-01,1.2311010533669884
Switzerland,2027-01-01,1.2842507163316297
Switzerland,2028-01-01,1.330149770436326
Switzerland,2029-01-01,1.3697873344432208
Switzerland,2030-01-01,1.404017592801419
Switzerland,2031-01-01,1.433578203212926
Switzerland,2032-01-01,1.4591061930620481
Switzerland,2033-01-01,1.4811516872742785
Switzerland,2034-01-01,1.5001897634382815
Switzerland,2035-01-01,1.5166306896673385
Germany,2026-01-01,11.093860158212538
Germany,2027-01-01,11.207234932513781
Germany,2028-01-01,11.367223699888893
Germany,2029-01-01,11.51946539592467
Germany,2030-01-01,11.64752327323434
Germany,2031-01-01,11.749538397035147
Germany,2032-01-01,11.828620292725795
Germany,2033-01-01,11.889038715698495
Germany,2034-01-01,11.934829630700307
Germany,2035-01-01,11.969378715461275
United States,2026-01-01,12.210920901756356
United States,2027-01-01,12.09098243722339
United States,2028-01-01,12.139111846072508
United States,2029-01-01,12.119798275524596
United States,2030-01-01,12.127548505918627
United States,2031-01-01,12.124438461040517
United States,2032-01-01,12.125686472861084
United States,2033-01-01,12.125185665456266
United States,2034-01-01,12.125386631546961
United States,2035-01-01,12.12530598703328
Finland,2026-01-01,4.2609602450681185
Finland,2027-01-01,3.82988792916239
Finland,2028-01-01,3.8355145749787716
Finland,2029-01-01,3.646792063772862
Finland,2030-01-01,3.8707779237456714
Finland,2031-01-01,3.943918612091252
Finland,2032-01-01,4.027508467839081
Finland,2033-01-01,3.94684345641252
Finland,2034-01-01,3.8916311898880345
Finland,2035-01-01,3.815042151437777
Estonia,2026-01-01,7.593096111679165
Estonia,2027-01-01,7.470256288330657
Estonia,2028-01-01,7.575315271410726
Estonia,2029-01-01,7.752758102517155
Estonia,2030-01-01,7.922312535623928
Estonia,2031-01-01,8.052242692882931
Estonia,2032-01-01,8.137825685498559
Estonia,2033-01-01,8.18659945471312
Estonia,2034-01-01,8.209591976804955
Estonia,2035-01-01,8.216920979955479
Portugal,2026-01-01,17.858635746181246
Portugal,2027-01-01,17.842887009588143
Portugal,2028-01-01,17.824847553950022
Portugal,2029-01-01,17.747600437455993
Portugal,2030-01-01,17.698890979034893
Portugal,2031-01-01,17.67424950155081
Portugal,2032-01-01,17.690035450855913
Portugal,2033-01-01,17.722404168741793
Portugal,2034-01-01,17.755241756812456
Portugal,2035-01-01,17.771197270952175
Federated States of Micronesia,2026-01-01,28.408945165444784
Federated States of Micronesia,2027-01-01,28.43415133765166
Federated States of Micronesia,2028-01-01,28.44978543336639
Federated States of Micronesia,2029-01-01,28.439198055762695
Federated States of Micronesia,2030-01-01,28.43824646063026
Federated States of Micronesia,2031-01-01,28.44113906304492
Federated States of Micronesia,2032-01-01,28.44057463191819
Federated States of Micronesia,2033-01-01,28.440012556142527
Federated States of Micronesia,2034-01-01,28.440308318213926
Federated States of Micronesia,2035-01-01,28.440366025191768
Canada,2026-01-01,-1.361278006469084
Canada,2027-01-01,-0.9706998809624906
Canada,2028-01-01,-1.1480633427684865
Canada,2029-01-01,-1.0699788137440447
Canada,2030-01-01,-1.220323871387468
Canada,2031-01-01,-1.0206411249195713
Canada,2032-01-01,-1.171009552167391
Canada,2033-01-01,-1.0772698584317286
Canada,2034-01-01,-1.169489061493536
Canada,2035-01-01,-1.0608518758906544
Austria,2026-01-01,7.133333333333334
Austria,2027-01-01,7.133333333333334
Austria,2028-01-01,7.133333333333334
Austria,2029-01-01,7.133333333333334
Austria,2030-01-01,7.133333333333334
Austria,2031-01-01,7.133333333333334
Austria,2032-01-01,7.133333333333334
Austria,2033-01-01,7.133333333333334
Austria,2034-01-01,7.133333333333334
Austria,2035-01-01,7.133333333333334
